name,label,sub_class,dynamic_state,score,cyclic_uid,age,world_width,world_height,lat_dist,long_dist,vert_dist,rel_vel_x,rel_acc_x,rel_vel_z,rel_acc_z,abs_vel_x,abs_acc_x,abs_vel_z,abs_acc_z,POS_LEFT_x,POS_LEFT_z,POS_CENTER_x,POS_CENTER_z,POS_RIGHT_x,POS_RIGHT_z,POS_DISTANT_x,POS_DISTANT_z,lane_association,conf,is_cipv,uid,eba_bitmask,vacc_quality,x_center,y_center,d3_separation,width,height,sf_confirmed,class_right_id,class_left_id,x_l,y_lt,y_lb,x_s,y_st,y_sb,x_r,y_rt,y_rb,matching_radar_cluster_top_left_x,matching_radar_cluster_top_left_z,matching_radar_cluster_width,matching_radar_cluster_height,matching_radar_cluster_is_static,matching_radar_cluster_center_x,matching_radar_cluster_center_z,update_type,reaction_profile,tracked_vel_x,tracked_vel_z,rc_raw_meas_x,rc_raw_meas_z,rc_tracked_pos_x,rc_tracked_pos_z,rc_tracked_vel_x,rc_tracked_vel_z,rc_tracked_acc_x,rc_tracked_acc_z,fd_raw_meas_x,fd_raw_meas_z,fd_tracked_pos_x,fd_tracked_pos_z,fd_tracked_vel_x,fd_tracked_vel_z,fd_tracked_acc_x,fd_tracked_acc_z,rc_weight_pos,rc_weight_kinematics,of_ittc_z,of_rel_vel_z,width_est,orientation,sf_orientation,cametra_origin,debug_field_0,debug_field_1,debug_field_2,Unnamed: 89
1692632429500090,2,8,0,81.0,3,16,2.0,2.25,2.46,86.45,1.28,-0.66,0.0,0.67,0.03,-0.01,0.0,20.11,0.59,1.55,92.09,1.46,86.49,3.46,86.46,3.56,92.05,0,0.0,0,11,0x2110,100,1891.8,1012.18,1869.19,45.23,50.94,1,2,2,1869.188232,986.707275,1037.650146,1869.188232,986.707275,1037.650146,1914.418945,986.662231,1037.578247,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,0,-0.01,0.65,572.15,20544.31,572.15,20544.31,-0.01,0.65,0.0,0.03,2.53,89.15,2.47,86.45,-0.01,0.65,0.0,0.03,0.0,0.0,0.0,0.0,1,0.016882,0.016882,0,0.0,0.0,0.0,
1692632429500090,2,1,0,99.0,9,16,1.28,1.6,12.98,106.31,0.2,-1.0,-0.01,3.37,0.02,-0.21,-0.01,22.73,0.58,12.78,106.42,14.05,106.27,14.55,110.51,13.28,110.66,0,0.0,0,4,0x820,100,2083.12,1042.39,2071.37,23.64,29.35,1,2,2,2071.301514,1028.037476,1056.284912,2071.371582,1027.709106,1057.063843,2094.943359,1027.664185,1057.045288,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,2,-0.21,3.27,15.9,127.02,15.9,127.02,-0.21,3.27,-0.01,0.02,12.13,96.44,12.98,106.32,-0.21,3.27,-0.01,0.02,0.0,0.0,0.0,0.0,0,0.116597,0.116597,0,0.0,0.0,0.0,
1692632429500090,2,1,0,99.0,7,16,1.64,1.45,7.0,156.83,0.32,-1.33,-0.01,1.98,0.02,-0.15,-0.01,21.38,0.58,6.18,156.87,7.82,156.8,7.99,161.07,6.34,161.14,0,0.0,0,1,0x800,100,1924.24,1040.14,1913.9,20.68,18.25,1,2,2,1913.902222,1031.019287,1049.269653,1913.902222,1031.019287,1049.269653,1934.586426,1030.986694,1049.236816,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,2,-0.15,1.93,9.24,207.57,9.24,207.57,-0.15,1.93,-0.01,0.02,6.96,155.91,6.95,156.84,-0.15,1.93,-0.01,0.02,0.0,0.0,0.0,0.0,0,0.039289,0.03894,0,0.0,0.0,0.0,
1692632429999836,2,1,0,95.0,2,31,1.56,1.42,2.75,8.58,-0.0,-0.07,0.0,0.22,-0.1,0.02,0.0,19.92,0.59,2.21,12.32,2.35,8.6,3.9,8.65,3.77,12.37,3,0.82,0,5,0x0,100,2361.16,1156.44,2284.52,425.31,270.58,1,2,1,2148.498535,1025.799805,1225.544067,2284.519043,1021.154907,1291.730469,2573.811523,1020.876587,1288.446289,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,2,0.02,0.19,2.75,8.61,2.75,8.57,0.02,0.19,0.0,-0.1,3.18,10.21,3.14,10.1,0.08,0.53,0.0,-0.08,0.992996,0.992996,0.0,0.0,1,-0.035437,-0.040382,0,0.0,0.0,0.0,
1692632429999836,2,1,0,95.0,6,31,1.74,1.48,7.62,12.03,-0.01,-0.05,0.0,-3.74,-0.1,0.07,0.0,15.91,0.59,7.7,16.19,7.6,12.04,9.34,11.99,9.44,16.15,0,0.0,0,6,0x800,100,2917.85,1121.27,2912.86,477.94,209.44,1,2,1,2678.881104,1021.588867,1183.385986,2912.858643,1016.548218,1225.989014,3156.820557,1016.194824,1225.226685,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,2,0.07,-3.82,7.66,12.09,7.61,12.01,0.04,-3.96,0.0,-0.1,7.66,12.09,7.63,12.15,0.25,-3.11,0.02,-0.07,0.828608,0.828608,0.0,0.0,1,0.024254,0.050442,0,0.0,0.0,0.0,
1692632429999836,2,1,0,92.0,12,31,1.55,1.42,13.4,34.74,-0.06,-0.94,-0.03,-10.95,0.02,-0.58,-0.03,8.63,0.71,13.06,38.4,12.93,34.76,14.48,34.7,14.61,38.34,0,0.0,0,12,0x1800,100,2547.92,1074.1,2534.1,139.46,76.47,1,2,1,2478.188965,1036.123413,1105.744263,2534.103516,1035.867188,1112.341553,2617.646729,1035.7323,1112.196899,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,2,-0.58,-11.09,12.94,33.75,12.94,33.75,-0.58,-11.09,-0.03,0.02,13.62,35.61,13.4,34.74,-0.58,-11.09,-0.03,0.02,0.0,0.0,0.0,0.0,0,0.037043,0.040013,0,0.0,0.0,0.0,
1692632429999836,2,2,0,88.0,5,31,2.48,3.59,3.43,36.73,0.1,-0.23,0.01,-2.16,-0.08,0.15,0.01,17.53,0.61,2.04,36.82,4.52,36.69,5.05,46.67,2.57,46.8,0,0.0,0,8,0x810,100,2005.84,1009.14,1941.61,128.46,185.35,1,2,2,1941.613525,916.466431,1101.819336,1941.613525,916.466431,1101.819336,2070.071289,916.159302,1101.663086,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,1,0.15,-2.2,3.5,39.29,3.5,39.29,0.15,-2.2,0.01,-0.08,3.63,40.89,3.43,36.73,0.15,-2.2,0.01,-0.08,0.0,0.0,0.0,0.0,1,0.037406,0.027417,0,0.0,0.0,0.0,
1692632429999836,2,1,0,90.0,0,31,1.83,1.57,0.32,39.52,-0.04,-0.37,0.0,1.28,-0.13,0.04,0.0,21.01,0.56,-0.6,43.83,-0.6,39.56,1.23,39.56,1.23,43.83,1,0.0,1,9,0x0,100,1851.28,1067.05,1807.01,88.55,76.04,1,2,2,1807.007446,1029.035645,1105.071167,1807.007446,1029.035645,1105.071167,1895.553589,1028.909912,1104.810547,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,0,0.04,1.28,0.29,36.49,0.29,36.49,0.04,0.9,0.0,-0.12,0.31,38.63,0.32,39.52,0.04,1.28,0.0,-0.13,0.0,0.0,0.000679,0.85175,1,-0.002195,0.0,0,0.0,0.0,0.0,
1692632429999836,2,1,0,91.0,1,31,1.79,1.63,-2.35,54.02,-0.2,-0.51,0.01,2.84,-0.12,0.06,0.01,22.59,0.57,-3.43,54.07,-1.64,53.99,-1.45,58.27,-3.24,58.35,2,0.0,0,10,0x0,100,1750.47,1064.34,1777.31,74.82,58.64,1,1,2,1713.062378,1035.122559,1093.758179,1777.3125,1035.018188,1093.662231,1787.880249,1035.281006,1089.739746,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,0,0.06,2.86,-2.03,45.71,-2.03,45.71,0.06,2.86,0.01,-0.12,-2.32,52.44,-2.35,54.02,0.06,2.86,0.01,-0.12,0.0,0.0,0.0,0.0,1,0.044624,0.030598,0,0.0,0.0,0.0,
1692632429999836,2,1,0,99.0,10,31,1.77,1.45,12.97,69.53,-0.06,-0.32,0.02,-4.8,-0.07,0.41,0.02,14.79,0.62,12.61,73.42,12.28,69.55,13.89,69.41,14.23,73.27,0,0.0,0,2,0x800,100,2196.55,1056.64,2178.1,54.08,40.39,1,2,1,2169.509766,1036.559082,1074.877197,2178.096924,1036.450684,1076.838745,2223.585693,1036.375122,1076.806152,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,0,0.41,-4.94,12.58,68.81,12.58,68.81,0.41,-4.94,0.02,-0.07,12.97,71.0,12.97,69.53,0.41,-4.94,0.02,-0.07,0.0,0.0,0.0,0.0,0,0.058861,0.035497,0,0.0,0.0,0.0,
1692632429999836,2,1,0,99.0,13,27,1.79,1.48,12.48,77.35,0.06,-0.91,-0.01,-3.45,-0.1,-0.1,-0.01,16.15,0.59,12.27,81.63,12.16,77.36,13.95,77.31,14.06,81.58,0,0.0,0,13,0xC00,100,2157.52,1051.5,2141.54,57.74,37.1,1,2,1,2128.64917,1033.245728,1068.457764,2141.542725,1032.949707,1070.051514,2186.385986,1032.878784,1069.968994,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,0,-0.1,-3.58,13.36,82.49,13.36,82.49,-0.1,-3.58,-0.01,-0.1,12.32,75.9,12.48,77.35,-0.1,-3.58,-0.01,-0.1,0.0,0.0,0.0,0.0,0,0.026149,0.031702,0,0.0,0.0,0.0,
1692632429999836,2,1,0,99.0,4,31,1.09,1.47,2.32,79.92,-0.21,-0.81,0.0,4.76,-0.1,0.03,0.0,24.47,0.58,1.85,84.22,1.76,79.95,2.86,79.92,2.94,84.19,0,0.0,0,3,0x0,100,1892.58,1058.2,1879.28,26.84,36.04,1,2,2,1879.164185,1040.114746,1074.364136,1879.283936,1040.184204,1076.223145,1906.002808,1040.140625,1076.170044,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,0,0.03,4.74,2.05,68.12,2.05,68.12,0.03,4.74,0.0,-0.1,2.35,78.63,2.32,79.93,0.03,4.74,0.0,-0.1,0.0,0.0,0.0,0.0,0,0.020362,0.023619,0,0.0,0.0,0.0,
1692632429999836,2,8,0,82.0,3,31,2.03,2.89,2.05,84.38,0.38,-1.05,-0.01,-3.27,-0.12,-0.17,-0.01,16.43,0.57,1.1,90.02,1.03,84.42,3.07,84.4,3.13,89.99,0,0.0,0,11,0x2410,100,1883.68,1027.27,1860.12,47.1,66.96,1,2,2,1860.124023,993.785583,1060.745361,1860.124023,993.785583,1060.745361,1907.226318,993.739258,1060.654541,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,0,-0.17,-3.3,1.77,78.04,1.77,78.04,-0.17,-3.3,-0.01,-0.12,1.77,78.04,1.83,83.89,-0.17,-3.3,-0.01,-0.12,0.0,0.0,0.0,0.0,1,0.010019,0.008875,0,0.0,0.0,0.0,
1692632429999836,2,1,0,99.0,7,31,1.67,1.41,5.98,155.38,-0.11,-1.81,-0.01,0.61,-0.04,-0.18,-0.01,20.27,0.65,5.22,159.68,5.06,155.41,6.73,155.35,6.89,159.62,0,0.0,0,1,0x800,100,1911.05,1047.96,1900.46,21.18,17.92,1,1,1,1900.456543,1039.005737,1056.923096,1900.456543,1039.005737,1056.923096,1921.634033,1038.971436,1056.888184,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,2,-0.18,0.54,5.46,143.38,5.46,143.38,-0.18,0.54,-0.01,-0.04,6.08,159.87,5.98,155.38,-0.18,0.54,-0.01,-0.04,0.0,0.0,0.0,0.0,0,0.03739,0.032435,0,0.0,0.0,0.0,
1692632429999836,2,1,0,96.0,8,12,1.96,1.64,11.76,242.15,-0.15,-2.6,-0.0,7.92,-0.1,-0.06,-0.0,27.53,0.59,10.86,242.19,12.82,242.11,13.01,246.38,11.05,246.46,0,0.0,0,14,0x800,100,1933.05,1044.04,1925.03,16.05,13.39,1,2,2,1925.030762,1037.346313,1050.739136,1925.030762,1037.346313,1050.739136,1941.077271,1037.320312,1050.713623,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,2,-0.06,7.8,10.71,218.85,10.71,218.85,-0.06,7.8,-0.0,-0.1,11.75,240.36,11.76,242.15,-0.06,7.8,-0.0,-0.1,0.0,0.0,0.0,0.0,0,0.026429,0.001311,0,0.0,0.0,0.0,
1692632430500243,2,1,0,96.0,2,46,1.64,1.43,2.61,8.98,-0.01,-0.11,-0.01,0.44,0.02,-0.06,-0.01,20.37,0.61,1.97,12.92,2.17,8.99,3.81,9.08,3.61,13.0,3,0.76,0,5,0x0,100,2315.2,1150.24,2235.07,425.73,264.02,1,2,1,2102.333984,1023.435852,1217.532715,2235.06958,1018.22583,1282.248901,2528.062988,1018.015625,1278.457153,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,2,-0.06,0.42,2.6,8.97,2.61,8.97,-0.06,0.43,-0.01,0.02,2.82,9.89,2.86,9.95,-0.12,0.01,-0.01,-0.02,0.989985,0.989985,0.0,0.0,1,-0.05085,-0.048258,0,0.0,0.0,0.0,
1692632430500243,2,1,0,95.0,6,46,1.77,1.46,8.02,10.99,-0.03,0.28,0.02,-3.19,0.04,0.35,0.02,16.71,0.63,8.19,15.21,8.1,10.99,9.87,10.95,9.96,15.18,0,0.0,0,6,0x800,100,3061.29,1131.13,3074.21,558.33,223.66,1,2,1,2782.122559,1023.78949,1192.877075,3074.206543,1019.305908,1242.96167,3340.45166,1018.925537,1241.99353,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,2,0.35,-3.24,7.91,10.83,8.0,10.96,0.33,-3.3,0.02,0.04,8.09,11.11,8.17,11.3,0.58,-2.67,0.04,0.05,0.913822,0.913822,0.0,0.0,1,0.02062,0.0246,0,0.0,0.0,0.0,
1692632430500243,2,1,0,93.0,9,14,1.79,2.11,15.07,26.81,-0.42,-0.11,0.0,-8.22,0.1,0.07,0.0,11.63,0.69,14.56,30.58,16.47,26.75,18.07,27.55,16.17,31.37,0,0.0,0,17,0x800,100,2880.35,1082.88,2965.27,318.62,144.91,1,2,1,2721.044434,1013.718689,1142.137695,2965.266357,1010.424377,1155.336426,3039.662598,1011.036438,1151.798828,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,2,0.07,-8.31,11.54,20.27,11.54,20.27,0.07,-8.31,0.0,0.1,15.3,27.46,15.07,26.81,0.07,-8.31,0.0,0.1,0.0,0.0,0.0,0.0,0,-0.461392,-0.634175,0,0.0,0.0,0.0,
1692632430500243,2,1,0,93.0,12,46,1.51,1.44,13.21,32.93,-0.05,-0.6,-0.02,-7.59,0.37,-0.38,-0.02,12.28,0.97,13.04,36.46,12.91,32.94,14.42,32.89,14.55,36.41,0,0.0,0,12,0x800,100,2581.86,1074.05,2569.19,145.95,81.64,1,2,1,2508.884766,1033.639404,1107.852173,2569.1875,1033.234375,1114.873535,2654.832275,1033.098511,1114.719971,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,1,-0.38,-7.67,12.77,32.08,12.77,32.08,-0.38,-7.67,-0.02,0.37,13.2,33.22,13.21,32.93,-0.38,-7.67,-0.02,0.37,0.004117,0.004117,0.0,0.0,0,0.035097,-0.024522,0,0.0,0.0,0.0,
1692632430500243,2,2,0,71.0,5,46,2.5,3.51,3.41,35.65,0.27,-0.04,0.01,-2.24,-0.01,0.19,0.01,17.68,0.58,2.49,45.68,2.33,35.69,4.83,35.65,4.99,45.64,0,0.0,0,8,0x810,100,2016.94,1000.35,1960.36,152.18,186.39,1,2,1,1940.845825,934.514465,1081.819824,1960.361084,907.149292,1093.543335,2093.030029,907.148621,1093.240723,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,2,1,0.19,-2.26,3.99,42.06,3.99,42.06,0.19,-2.26,0.01,-0.01,3.41,35.7,3.36,35.66,0.19,-2.26,0.01,-0.01,0.0,0.0,0.0,0.0,1,0.018999,-0.010121,0,0.0,0.0,0.0,
1692632430500243,2,1,0,90.0,0,46,1.69,1.49,0.11,39.48,-0.07,-0.25,0.0,0.96,-0.1,0.01,0.0,20.91,0.49,-0.8,43.79,-0.8,39.52,0.9,39.52,0.9,43.79,1,0.0,1,9,0x0,100,1838.5,1069.73,1797.51,81.97,72.02,1,2,2,1797.512451,1033.716797,1105.735352,1797.512451,1033.716797,1105.735352,1879.480957,1033.592773,1105.493042,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,0,0.01,0.96,0.05,38.63,0.05,38.63,0.01,0.21,0.0,-0.08,0.05,41.89,0.11,39.48,0.01,0.96,0.0,-0.1,0.0,0.0,-8e-06,-0.009809,1,-0.001937,0.0,0,0.0,0.0,0.0,
1692632430500243,2,1,0,93.0,1,46,1.76,1.5,-2.6,53.05,-0.05,-0.34,-0.0,0.95,-0.05,-0.0,-0.0,20.92,0.54,-3.44,53.03,-1.68,53.01,-1.65,57.22,-3.41,57.23,2,0.0,0,10,0x0,100,1745.18,1060.69,1774.6,70.15,54.99,1,1,2,1710.10083,1033.295166,1088.337769,1774.596191,1033.196899,1088.184082,1780.255493,1033.523438,1084.585815,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,0,-0.0,0.97,-2.35,49.96,-2.35,49.96,-0.0,0.97,-0.0,-0.05,-2.6,55.6,-2.6,53.06,-0.0,0.97,-0.0,-0.05,0.0,0.0,0.0,0.0,1,0.008864,0.022791,0,0.0,0.0,0.0,
1692632430500243,2,1,0,99.0,13,42,1.79,1.45,11.84,74.73,0.08,-0.75,-0.02,-4.28,-0.03,-0.27,-0.02,15.59,0.57,11.49,79.02,11.51,74.74,13.3,74.75,13.28,79.03,0,0.0,0,13,0x800,100,2150.12,1050.82,2135.11,62.29,37.67,1,2,1,2118.978271,1032.290771,1067.981323,2135.111816,1031.984131,1069.656006,2181.269775,1031.915894,1069.549316,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,0,-0.27,-4.36,12.65,79.25,12.65,79.25,-0.27,-4.36,-0.02,-0.03,11.73,73.37,11.84,74.73,-0.27,-4.36,-0.02,-0.03,0.0,0.0,0.0,0.0,0,0.009075,-0.018997,0,0.0,0.0,0.0,
1692632430500243,2,1,0,98.0,4,46,1.09,1.51,1.76,78.94,-0.05,-0.64,-0.01,2.01,-0.09,-0.13,-0.01,21.95,0.5,1.31,83.23,1.24,78.96,2.33,78.94,2.4,83.21,0,0.0,0,3,0x0,100,1880.34,1053.04,1866.82,27.05,37.32,1,2,2,1866.819092,1034.380371,1071.704468,1866.819092,1034.380371,1071.704468,1893.870239,1034.338257,1071.649902,-1.0,-1.0,-1.0,-1.0,0,0.0,0.0,1,0,-0.13,2.0,1.75,75.38,1.75,75.38,-0.13,2.0,-0.01,-0.09,1.76,75.86,1.76,78.94,-0.13,2.0,-0.01,-0.09,0.0,0.0,0.0,0.0,0,0.015508,0.016574,0,0.0,0.0,0.0,
